VendorName,VendorNumber,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
JIM BEAM BRANDS COMPANY,12546,4194,Calico Jack Coconut Rum,9.48,12.99,1750.0,13244,125553.12000000001,179783.85,98404.68000000001,13415.0,24651.5,123880.97,54230.729999999996,30.16,1.0129,1.432,9.48,Large,-1621.0800000000002
PERNOD RICARD USA,17035,8338,The Glenlivet 12 Yr Single,14.49,21.99,375.0,8656,125425.44,179479.86,125206.02999999998,8614.0,3377.4300000000003,123780.22,54054.419999999984,30.12,0.9951,1.431,14.49,Large,608.58
SOUTHERN WINE & SPIRITS NE,2000,26945,Ferrari-Carano Fume Bl,6.77,12.49,750.0,18479,125102.83,210229.32,70850.52,17068.0,1909.27,19016.59,85126.49,40.49,0.9236,1.68,6.7700000000000005,Large,9552.47
JIM BEAM BRANDS COMPANY,12546,5368,Midori Melon Liqueur,15.23,19.49,750.0,8198,124855.54,171642.74,113793.42,8176.0,6441.650000000001,123880.97,46787.2,27.26,0.9973,1.375,15.229999999999999,Large,335.06
MHW LTD,6213,3679,Chopin Vodka,14.49,19.99,750.0,8613,124802.37,182523.56,120930.12,8444.0,6653.28,9621.58,57721.19,31.62,0.9804,1.463,14.49,Large,2448.81
JIM BEAM BRANDS COMPANY,12546,1359,Knob Creek Rye,21.87,32.99,750.0,5705,124768.35,125361.73,101105.93999999999,4227.0,3333.19,123880.97,593.3799999999901,0.47,0.7409,1.005,21.87,Large,32323.86
M S WALKER INC,9552,38888,Justin Cab Svgn Paso Robles,16.88,27.99,750.0,7391,124760.08,204836.72999999998,100095.34999999999,7327.0,816.0400000000001,55551.82,80076.64999999998,39.09,0.9913,1.642,16.88,Large,1080.32
E & J GALLO WINERY,3252,34428,Frei Bros RSV Chard RRV,9.55,15.99,750.0,13056,124684.8,210627.53,83600.92,13443.0,1500.8400000000001,61966.91,85942.73,40.8,1.0296,1.689,9.55,Large,-3695.8500000000004
CONSTELLATION BRANDS INC,1392,13940,Black Box Malbec,10.45,16.99,3000.0,11913,124490.85,203177.05,116926.81,11195.0,5037.75,79528.99,78686.19999999998,38.73,0.9397,1.632,10.450000000000001,Large,7503.099999999999
WINE GROUP INC,9815,6918,Franzia Tap Cab Svgn,10.95,15.99,5000.0,11368,124479.59999999999,190349.34,123537.97,11466.0,8599.5,27100.41,65869.74,34.6,1.0086,1.529,10.95,Large,-1073.1
PALM BAY INTERNATIONAL INC,6785,8746,Cavit Pinot Grigio,4.02,6.99,750.0,30877,124125.54000000001,212476.74,63650.740000000005,31126.0,3484.75,13605.41,88351.19999999998,41.58,1.0081,1.712,4.0200000000000005,Large,-1000.9799999999999
HEAVEN HILL DISTILLERIES,3924,3989,Deep Eddy Lemon Vodka,11.93,15.99,750.0,10368,123690.23999999999,147676.34,86892.69,8966.0,7061.92,14069.87,23986.100000000006,16.24,0.8648,1.194,11.93,Large,16725.86
CAMPARI AMERICA,11567,408,Wild Turkey American Honey,12.97,16.99,750.0,9521,123487.37,165112.8,114513.60999999999,8720.0,6871.9800000000005,20964.81,41625.42999999999,25.21,0.9159,1.337,12.969999999999999,Large,10388.970000000001
WILLIAM GRANT & SONS INC,3664,3527,Reyka Vodka,21.87,29.99,1750.0,5635,123237.45,176974.8,120884.29999999999,5820.0,10697.55,30234.420000000002,53737.34999999999,30.36,1.0328,1.436,21.87,Large,-4045.9500000000003
WILLIAM GRANT & SONS INC,3664,3347,Milagro Silver Tequila,28.56,39.99,1750.0,4313,123179.28000000001,175782.85,128689.23000000001,4215.0,7748.09,30234.420000000002,52603.56999999999,29.93,0.9773,1.427,28.560000000000002,Large,2798.8799999999997
WINE GROUP INC,9815,29169,Franzia Tap Merlot,10.88,15.99,5000.0,11294,122878.72,188836.31,124803.19,11369.0,8526.75,27100.41,65957.59,34.93,1.0066,1.537,10.88,Large,-816.0000000000001
ULTRA BEVERAGE COMPANY LLP,9165,6855,Midnight Moon Apple Pie,15.19,18.99,750.0,8088,122856.72,175192.36,118500.71999999999,8764.0,6905.9400000000005,68054.7,52335.639999999985,29.87,1.0836,1.426,15.19,Large,-10268.44
JIM BEAM BRANDS COMPANY,12546,2373,Jim Beam Maple,10.29,16.99,750.0,11939,122852.31,171594.86,110670.55,11264.0,8873.72,123880.97,48742.54999999999,28.41,0.9435,1.397,10.29,Large,6945.749999999999
M S WALKER INC,9552,34903,Smoking Loon Cab Svgn,4.59,6.79,750.0,26753,122796.27,193019.74,57035.93,25256.0,2828.36,55551.82,70223.46999999999,36.38,0.944,1.572,4.59,Large,6871.23
WINE GROUP INC,9815,39087,Corbett Canyon Pnt Grigio,6.66,12.99,3000.0,18426,122717.16,215091.88,109153.45,18412.0,8285.4,27100.41,92374.72,42.95,0.9992,1.753,6.66,Large,93.24000000000001
DIAGEO NORTH AMERICA INC,3960,3025,Ciroc Snap Frost Vodka,9.29,11.99,375.0,13170,122349.3,159459.82,54633.22,13018.0,5115.1,257032.07,37110.520000000004,23.27,0.9885,1.303,9.290000000000001,Large,1412.08
PERNOD RICARD USA,17035,2017,Redbreast Irish Whiskey,44.77,63.99,750.0,2724,121953.48,175424.18,142021.28999999998,2682.0,2114.96,123780.22,53470.7,30.48,0.9846,1.438,44.769999999999996,Large,1880.3400000000001
BROWN-FORMAN CORP,1128,8033,Jack Daniels No 7 Black,2.3,2.99,50.0,52988,121872.4,155554.75,40131.780000000006,52025.0,2712.58,68601.68,33682.350000000006,21.65,0.9818,1.276,2.3,Large,2214.8999999999996
JIM BEAM BRANDS COMPANY,12546,1373,Jim Beam Honey,10.36,16.99,750.0,11752,121750.72,170762.79,112909.52,11221.0,8841.69,123880.97,49012.07000000001,28.7,0.9548,1.403,10.36,Large,5501.16
PALM BAY INTERNATIONAL INC,6785,32368,Cavit Pinot Noir Delle Vene,6.45,9.99,1500.0,18876,121750.2,196006.04,77646.24,18356.0,4114.01,13605.41,74255.84000000001,37.88,0.9725,1.61,6.45,Large,3354.0
PERNOD RICARD USA,17035,2587,Jameson Irish Whiskey,12.67,18.99,375.0,9607,121720.69,171430.56,117621.68999999999,9294.0,3643.51,123780.22,49709.869999999995,29.0,0.9674,1.408,12.67,Large,3965.71
BACARDI USA INC,480,743,Angels Envy Whiskey,36.5,45.99,750.0,3333,121654.5,160767.84,96280.74,3216.0,2533.55,89286.27,39113.34,24.33,0.9649,1.322,36.5,Large,4270.5
WINE GROUP INC,9815,6574,Franzia Tap Wh Znfdl Cal,9.99,14.99,5000.0,12171,121588.29000000001,202573.38,125765.79,12162.0,9121.5,27100.41,80985.09,39.98,0.9993,1.666,9.99,Large,89.91
MAJESTIC FINE WINES,10000,21208,Kendall Jackson Grand Rsv Ch,10.32,15.99,750.0,11760,121363.2,184705.82,72220.76,11318.0,1263.88,17587.59,63342.62000000001,34.29,0.9624,1.522,10.32,Large,4561.4400000000005
M S WALKER INC,9552,2100,Canadian Regal,7.24,9.99,1750.0,16738,121183.12,167333.36000000002,84919.99,16564.0,30435.35,55551.82,46150.24000000002,27.58,0.9896,1.381,7.239999999999999,Large,1259.76
SAZERAC CO INC,8004,5382,Ice 101 Peppermint Schnapps,9.44,13.99,750.0,12837,121181.28,162437.53,97827.8,12847.0,10118.02,50293.62,41256.25,25.4,1.0008,1.34,9.44,Large,-94.39999999999999
CONSTELLATION BRANDS INC,1392,16260,The Dreaming Tree Cab Svgn,7.58,11.99,750.0,15976,121098.08,192234.14,84196.2,15806.0,1763.15,79528.99,71136.06000000001,37.0,0.9894,1.587,7.58,Large,1288.6
SAZERAC CO INC,8004,4939,Kapali Coffee,11.59,17.99,1750.0,10430,120883.70000000001,172157.23,114952.22,10477.0,19255.57,50293.62,51273.53,29.78,1.0045,1.424,11.590000000000002,Large,-544.73
KOBRAND CORPORATION,4692,8072,Taittinger Brut La Francais,24.99,44.99,750.0,4832,120751.68,173745.35,82064.12000000001,4465.0,497.59000000000003,9139.38,52993.67000000001,30.5,0.924,1.439,24.99,Large,9171.33
MARTIGNETTI COMPANIES,4425,43872,Joseph Carr Cab Svgn Napa,12.66,18.99,750.0,9517,120485.22,194304.61,85644.29999999999,9219.0,1028.51,144929.24,73819.38999999998,37.99,0.9687,1.613,12.66,Large,3772.68
MOET HENNESSY USA INC,8112,2965,Ardbeg 10 Yr Single Malt Sc,34.64,46.99,750.0,3464,119992.96,139529.88,106719.21,3112.0,2453.62,48347.26,19536.92,14.0,0.8984,1.163,34.64,Large,12193.28
SOUTHERN WINE & SPIRITS NE,2000,39384,F Coppola Diamond Pnt Nr,8.96,14.99,750.0,13381,119893.76,203144.57,92416.81,13775.0,1536.16,19016.59,83250.81000000001,40.98,1.0294,1.694,8.959999999999999,Large,-3530.2400000000002
SAZERAC NORTH AMERICA INC.,660,4829,Mr Boston Blackberry Brandy,9.59,11.99,1750.0,12498,119855.81999999999,162256.01,85054.32,12599.0,23152.329999999998,17932.33,42400.19000000002,26.13,1.0081,1.354,9.59,Large,-968.59
PERFECTA WINES,10754,42422,Firesteed Pnt Nr Ore,7.84,15.99,750.0,15280,119795.2,188405.93,77452.45,14007.0,1564.13,28720.52,68610.73,36.42,0.9167,1.573,7.84,Large,9980.32
E & J GALLO WINERY,3252,31489,Barefoot Chard Cal,5.71,8.79,1500.0,20966,119715.86,206665.66,84338.78,19586.0,4390.64,61966.91,86949.8,42.07,0.9342,1.726,5.71,Large,7879.8
KOBRAND CORPORATION,4692,6162,Jadot Pouilly Fuisse,14.19,21.99,750.0,8422,119508.18,188476.25999999998,85628.07999999999,8574.0,955.4200000000001,9139.38,68968.07999999999,36.59,1.018,1.577,14.19,Large,-2156.88
TRINCHERO FAMILY ESTATES,8892,21985,Menage a Trois Midnight,6.59,10.99,750.0,18120,119410.8,196130.54,83082.14,17874.0,1994.3,11595.97,76719.74,39.12,0.9864,1.642,6.59,Large,1621.1399999999999
SAZERAC NORTH AMERICA INC.,660,1637,Fleischmanns Preferred,8.13,11.49,1750.0,14639,119015.07,169830.4,79357.35,14560.0,26754.17,17932.33,50815.32999999999,29.92,0.9946,1.427,8.13,Large,642.2700000000001
E & J GALLO WINERY,3252,5444,E & J Superior RSV VSOP,14.49,19.99,1750.0,8210,118962.9,163818.05,93893.03,8195.0,15061.98,61966.91,44855.149999999994,27.38,0.9982,1.377,14.489999999999998,Large,217.35
DIAGEO NORTH AMERICA INC,3960,3286,Ciroc Snap Frost Vodka,36.08,47.99,1750.0,3283,118450.64,164221.13,82856.59,3287.0,6041.22,257032.07,45770.490000000005,27.87,1.0012,1.386,36.08,Large,-144.32
DIAGEO NORTH AMERICA INC,3960,4089,Capt Morgan White,14.59,22.99,1750.0,8118,118441.62000000001,193553.78,126808.34999999999,8722.0,16030.05,257032.07,75112.15999999999,38.81,1.0744,1.634,14.590000000000002,Large,-8812.36
BACARDI USA INC,480,4221,Bacardi Gold Rum Traveler,12.94,17.99,1750.0,9143,118310.42,213320.77,93253.85999999999,11823.0,21724.91,89286.27,95010.34999999999,44.54,1.2931,1.803,12.94,Large,-34679.2
SIDNEY FRANK IMPORTING CO,3089,5401,Jagermeister Liqueur,4.64,5.99,200.0,25421,117953.44,138351.16,73027.81,24984.0,5246.64,8549.55,20397.72,14.74,0.9828,1.173,4.64,Large,2027.6799999999998
CAMPARI AMERICA,11567,3837,Skyy Vodka,0.72,0.99,50.0,163375,117630.0,161250.21,18428.85,162879.0,8543.59,20964.81,43620.20999999999,27.05,0.997,1.371,0.72,Large,357.12
JIM BEAM BRANDS COMPANY,12546,676,Pinnacle Whipped Vodka,8.65,10.99,750.0,13529,117025.85,149096.03,93977.82,13497.0,10632.06,123880.97,32070.179999999993,21.51,0.9976,1.274,8.65,Large,276.8
DIAGEO NORTH AMERICA INC,3960,3495,Ketel One Citroen Vodka,23.52,38.99,1750.0,4960,116659.2,165384.76,109247.79000000001,4624.0,8499.07,257032.07,48725.56000000001,29.46,0.9323,1.418,23.52,Large,7902.72
TREASURY WINE ESTATES,9819,17176,Beringer Classic Chard,5.23,7.99,1500.0,22293,116592.39,198440.18,68279.78,23482.0,5269.95,14836.57,81847.79,41.25,1.0533,1.702,5.2299999999999995,Large,-6218.47
JIM BEAM BRANDS COMPANY,12546,4313,Sauza Blue Silver Tequila,19.42,26.99,1750.0,6000,116520.0,154464.25,112776.62,5675.0,10431.82,123880.97,37944.25,24.57,0.9458,1.326,19.42,Large,6311.500000000001
PERNOD RICARD USA,17035,32749,Brancott Svgn Bl Marlboro,5.26,10.49,750.0,22126,116382.76,203016.11,57499.950000000004,21989.0,2463.29,123780.22,86633.34999999999,42.67,0.9938,1.744,5.26,Large,720.62
DIAGEO NORTH AMERICA INC,3960,3396,Smirnoff Vanilla Vodka,13.73,22.99,1750.0,8468,116265.64,175850.15999999997,119601.93,8584.0,15777.01,257032.07,59584.519999999975,33.88,1.0137,1.512,13.73,Large,-1592.68
PERNOD RICARD USA,17035,2586,Jameson Irish Whiskey,2.21,2.99,50.0,52589,116221.69,153407.93,41719.47,51307.0,2673.59,123780.22,37186.23999999999,24.24,0.9756,1.32,2.21,Large,2833.22
HEAVEN HILL DISTILLERIES,3924,4563,Christian Bros Brandy,12.14,16.99,1750.0,9567,116143.38,173593.72,112257.95999999999,9628.0,17695.67,14069.87,57450.34,33.09,1.0064,1.495,12.14,Large,-740.5400000000001
LUXCO INC,8352,1174,Rebel Yell,15.87,19.99,1750.0,7292,115724.04,147438.69,100689.34999999999,7131.0,13107.27,10261.6,31714.65000000001,21.51,0.9779,1.274,15.87,Large,2555.0699999999997
M S WALKER INC,9552,34904,Smoking Loon Chard,4.68,6.79,750.0,24663,115422.84,176844.86000000002,57211.31,23344.0,2612.89,55551.82,61422.02000000002,34.73,0.9465,1.532,4.68,Large,6172.92
DIAGEO NORTH AMERICA INC,3960,2755,Johnnie Walker Red Label,19.68,24.99,750.0,5856,115246.08,143817.44999999998,105082.95,5755.0,4536.79,257032.07,28571.36999999998,19.87,0.9828,1.248,19.68,Large,1987.68
DIAGEO NORTH AMERICA INC,3960,2494,Crown Royal Regal Apple,31.0,39.99,1750.0,3703,114793.0,180958.49000000002,139137.39,3851.0,7079.63,257032.07,66165.49000000002,36.56,1.04,1.576,31.0,Large,-4588.0
M S WALKER INC,9552,41072,Angeline Pnt Nr Rsv,8.16,13.99,750.0,14058,114713.28,190470.9,78285.07,14310.0,1597.71,55551.82,75757.62,39.77,1.0179,1.66,8.16,Large,-2056.32
ULTRA BEVERAGE COMPANY LLP,9165,3654,Patron Reposado Tequila,39.39,53.99,750.0,2904,114388.56,147999.47,112866.02,2753.0,2171.1,68054.7,33610.91,22.71,0.948,1.294,39.39,Large,5947.89
SAZERAC CO INC,8004,3237,Firefly Sweet Tea Vodka,18.17,25.99,1750.0,6292,114325.64,151349.24,93910.04,5976.0,10983.01,50293.62,37023.59999999999,24.46,0.9498,1.324,18.169999999999998,Large,5741.72
JIM BEAM BRANDS COMPANY,12546,3502,Pinnacle Vodka,8.14,10.99,750.0,14035,114244.90000000001,157942.33000000002,104819.33,13867.0,10924.59,123880.97,43697.43000000001,27.67,0.988,1.382,8.14,Large,1367.52
TREASURY WINE ESTATES,9819,41253,Ch St Jean Cab Svgn Cal,6.09,9.99,750.0,18750,114187.5,194248.56,66711.77,19284.0,2157.41,14836.57,80061.06,41.22,1.0285,1.701,6.09,Large,-3252.06
DIAGEO NORTH AMERICA INC,3960,3871,Smirnoff Watermelon Vodka,8.2,10.99,750.0,13903,114004.6,163212.63,98559.09,13637.0,10741.64,257032.07,49208.03,30.15,0.9809,1.432,8.200000000000001,Large,2181.2
M S WALKER INC,9552,3038,Zhenka Raspberry Vodka,7.13,9.99,1750.0,15984,113965.92,161886.13,80559.28,15887.0,29192.21,55551.82,47920.21000000001,29.6,0.9939,1.42,7.13,Large,691.61
DIAGEO NORTH AMERICA INC,3960,3316,Ciroc Peach Vodka,8.88,11.99,375.0,12815,113797.2,152526.41,46352.91,12459.0,4896.9,257032.07,38729.21000000001,25.39,0.9722,1.34,8.879999999999999,Large,3161.28
CONSTELLATION BRANDS INC,1392,41751,Clos du Bois Pnt Grigio Cal,6.2,8.99,750.0,18344,113732.8,157241.37,58262.380000000005,16563.0,1851.01,79528.99,43508.56999999999,27.67,0.9029,1.383,6.2,Large,11042.2
PROXIMO SPIRITS INC.,7245,77,Three Olives Espresso Vodka,10.39,12.99,750.0,10932,113583.48000000001,143416.71,85655.8,10429.0,8214.33,38994.78,29833.22999999998,20.8,0.954,1.263,10.39,Large,5226.17
PROXIMO SPIRITS INC.,7245,3766,Three Olives Grape Vodka,9.35,12.99,750.0,12125,113368.75,161089.99,90124.93000000001,12201.0,9609.1,38994.78,47721.23999999999,29.62,1.0063,1.421,9.35,Large,-710.6
DIAGEO NORTH AMERICA INC,3960,3923,Don Julio 1942 Anejo Tequila,106.34,133.99,750.0,1066,113358.44,136151.79,118659.1,1021.0,805.63,257032.07,22793.350000000006,16.74,0.9578,1.201,106.34,Medium,4785.3
DIAGEO NORTH AMERICA INC,3960,4385,Parrot Bay 90 Coconut Capt,16.54,22.99,1750.0,6853,113348.62,167640.63,112987.01,6837.0,12566.58,257032.07,54292.01000000001,32.39,0.9977,1.479,16.54,Large,264.64
EDRINGTON AMERICAS,2561,2989,The Macallan 18 Yr Old,192.59,259.99,750.0,588,113242.92,130514.98000000001,107375.87000000001,502.0,396.08,9654.5,17272.060000000012,13.23,0.8537,1.153,192.59,Medium,16562.74
WINE GROUP INC,9815,27350,Almaden Cab Svgn Cal B/B,10.8,17.99,5000.0,10476,113140.8,173797.08,111520.98999999999,10492.0,7869.0,27100.41,60656.279999999984,34.9,1.0015,1.536,10.8,Large,-172.8
PERFECTA WINES,10754,18743,Ca'Momi Merlot Napa Valley,6.8,9.99,750.0,16616,112988.8,154967.99,47540.43,14701.0,1646.31,28720.52,41979.18999999999,27.09,0.8847,1.372,6.8,Large,13022.0
M S WALKER INC,9552,31909,Catena Lunlunta Malbec Argn,12.9,19.99,750.0,8758,112978.20000000001,187011.91,93670.12,9809.0,1092.18,55551.82,74033.70999999999,39.59,1.12,1.655,12.900000000000002,Large,-13557.9
BACARDI USA INC,480,3830,Grey Goose L'Orange Vodka,18.45,23.99,750.0,6120,112914.0,157610.0,101188.04,6400.0,5042.76,89286.27,44696.0,28.36,1.0458,1.396,18.45,Large,-5166.0
JIM BEAM BRANDS COMPANY,12546,4682,Courvoisier VSOP Cognac,26.92,34.99,750.0,4193,112875.56000000001,137866.67,96514.22,3833.0,3021.34,123880.97,24991.11,18.13,0.9141,1.221,26.92,Large,9691.2
SAZERAC NORTH AMERICA INC.,660,4916,Mr Boston Coffee Brandy,7.87,11.99,1750.0,14338,112840.06,165412.13,89945.55,14187.0,26069.17,17932.33,52572.07000000001,31.78,0.9895,1.466,7.87,Large,1188.3700000000001
WINE GROUP INC,9815,24875,Glen Ellen Merlot RSV,4.57,6.99,1500.0,24687,112819.59000000001,164887.11000000002,70571.04000000001,23589.0,5286.97,27100.41,52067.520000000004,31.58,0.9555,1.462,4.57,Large,5017.860000000001
PERNOD RICARD USA,17035,5750,Malibu Rum Traveler,8.69,11.99,750.0,12969,112700.61,162655.16,89114.87,12684.0,9989.81,123780.22,49954.55,30.71,0.978,1.443,8.69,Large,2476.6499999999996
TREASURY WINE ESTATES,9819,35914,Stone Cellars Chard,5.51,8.99,1500.0,20444,112646.44,185085.32,64575.82,20468.0,4593.32,14836.57,72438.88,39.14,1.0012,1.643,5.51,Large,-132.24
BROWN-FORMAN CORP,1128,1595,Gentleman Jack,10.93,15.99,375.0,10266,112207.38,151074.11000000002,100860.45,10189.0,3996.9100000000003,68601.68,38866.73000000001,25.73,0.9925,1.346,10.93,Large,841.61
MARTIGNETTI COMPANIES,4425,17345,Bogle Essential Red,6.01,8.95,750.0,18650,112086.5,186549.84,73220.31,18136.0,2025.72,144929.24,74463.34,39.92,0.9724,1.664,6.01,Large,3089.14
MOET HENNESSY USA INC,8112,2619,Glenmorangie Original 10 Yr,51.58,64.99,1750.0,2162,111515.95999999999,148432.78999999998,116162.65,2221.0,4083.42,48347.26,36916.82999999999,24.87,1.0273,1.331,51.58,Large,-3043.22
MARTIGNETTI COMPANIES,4425,21609,Josh Cellars Legacy Red,9.58,14.99,750.0,11626,111377.08,156988.39,60905.32,10977.0,1226.81,144929.24,45611.31000000001,29.05,0.9442,1.41,9.58,Large,6217.42
DIAGEO NORTH AMERICA INC,3960,3054,Smirnoff Kissed Caramel,8.14,12.99,750.0,13670,111273.8,161026.78,83612.14,13722.0,10806.7,257032.07,49752.979999999996,30.9,1.0038,1.447,8.14,Large,-423.28000000000003
ULTRA BEVERAGE COMPANY LLP,9165,984,Patron XO Cafe Liqueur,20.63,25.99,750.0,5380,110989.4,143414.18,99821.86,5482.0,4320.84,68054.7,32424.78,22.61,1.019,1.292,20.63,Large,-2104.2599999999998
JIM BEAM BRANDS COMPANY,12546,1394,Makers Mark,12.68,16.49,375.0,8682,110087.76,142141.19,104122.09999999999,8381.0,3284.7400000000002,123880.97,32053.430000000008,22.55,0.9653,1.291,12.68,Large,3816.68
E & J GALLO WINERY,3252,16289,Barefoot Bubbly Pink Moscato,5.19,7.99,750.0,21197,110012.43000000001,169534.88,64542.99,21288.0,2379.01,61966.91,59522.45,35.11,1.0043,1.541,5.19,Large,-472.29
STE MICHELLE WINE ESTATES,8673,14129,14 Hands Hot to Trot Red,6.01,8.95,750.0,18304,110007.04000000001,168780.04,62372.15,18972.0,2120.83,15919.7,58773.0,34.82,1.0365,1.534,6.010000000000001,Large,-4014.68
E & J GALLO WINERY,3252,44511,MacMurray Ranch C Cst Pnt Nr,9.49,15.49,750.0,11590,109989.09999999999,186135.73,78515.81999999999,12155.0,1356.17,61966.91,76146.63000000002,40.91,1.0487,1.692,9.489999999999998,Large,-5361.85
STE MICHELLE WINE ESTATES,8673,32108,Erath Pnt Nr Oregon,10.31,14.99,750.0,10667,109976.77,164008.15,76002.46,10493.0,1169.56,15919.7,54031.37999999999,32.94,0.9837,1.491,10.31,Large,1793.94
DIAGEO NORTH AMERICA INC,3960,3821,Smirnoff Vanilla Vodka,8.2,10.99,750.0,13363,109576.6,159783.39,100968.86,13161.0,10367.75,257032.07,50206.79000000001,31.42,0.9849,1.458,8.200000000000001,Large,1656.3999999999999
MARTIGNETTI COMPANIES,4425,10609,Oyster Bay Chard Marlboro,7.84,11.99,750.0,13963,109469.92,127787.99,37366.67,12925.0,1447.71,144929.24,18318.070000000007,14.33,0.9257,1.167,7.84,Large,8137.92
DIAGEO NORTH AMERICA INC,3960,388,Smirnoff 80 Proof,11.41,14.49,1000.0,9591,109433.31,135655.38,59916.15,9362.0,9830.1,257032.07,26222.070000000007,19.33,0.9761,1.24,11.41,Large,2612.89
EDRINGTON AMERICAS,2561,2954,Highland Park 12 Yr Single,35.87,49.99,750.0,3035,108865.45,138993.49,108444.56,2751.0,2169.21,9654.5,30128.039999999994,21.68,0.9064,1.277,35.87,Large,10187.08
CONSTELLATION BRANDS INC,1392,6976,Ruffino Chianti Clsc RSV Tan,12.74,18.99,750.0,8540,108799.59999999999,167311.09,79659.70999999999,8491.0,945.95,79528.99,58511.490000000005,34.97,0.9943,1.538,12.739999999999998,Large,624.26
DIAGEO NORTH AMERICA INC,3960,4135,Smirnoff Blueberry Vodka,0.78,0.99,50.0,139240,108607.2,137572.38,18979.29,138962.0,7284.71,257032.07,28965.180000000008,21.05,0.998,1.267,0.78,Large,216.84
E & J GALLO WINERY,3252,4502,E & J XO Brandy,16.17,21.99,1750.0,6695,108258.15,145991.61,102561.35999999999,6639.0,12203.62,61966.91,37733.45999999999,25.85,0.9916,1.349,16.169999999999998,Large,905.5200000000001
REMY COINTREAU USA INC,7239,4528,Remy Martin XO Cognac,106.86,139.99,750.0,1013,108249.18,129066.49,100698.38,851.0,671.03,16978.67,20817.310000000012,16.13,0.8401,1.192,106.86,Medium,17311.32
M S WALKER INC,9552,4153,Jenkins Rum,9.59,11.99,1750.0,11283,108203.97,138811.92,77310.88,11208.0,20596.43,55551.82,30607.95000000001,22.05,0.9934,1.283,9.59,Large,719.25
JIM BEAM BRANDS COMPANY,12546,4291,Ronrico Gold,10.39,12.99,1750.0,10407,108128.73000000001,133524.21,80070.36,10279.0,18890.28,123880.97,25395.47999999998,19.02,0.9877,1.235,10.39,Large,1329.92
MOET HENNESSY USA INC,8112,2606,Glenmorangie Original 18Yr,79.36,115.99,750.0,1362,108088.32,126639.7,105763.75,1230.0,970.37,48347.26,18551.37999999999,14.65,0.9031,1.172,79.36,Medium,10475.52
M S WALKER INC,9552,4488,Zhenka Tropical Dark Rum,8.02,13.49,1750.0,13439,107780.78,157493.97,33235.79,13203.0,24259.48,55551.82,49713.19,31.57,0.9824,1.461,8.02,Large,1892.7199999999998
VINEYARD BRANDS INC,1587,19224,Miraval Cotes de Prvnce Rose,12.74,18.99,750.0,8457,107742.18,165657.54,54952.74,8246.0,922.5400000000001,6070.09,57915.360000000015,34.96,0.9751,1.538,12.739999999999998,Large,2688.14
DIAGEO NORTH AMERICA INC,3960,2780,Bulleit 10 Yr Old Bourbon,28.46,40.99,750.0,3780,107578.8,134604.65,96994.99,3335.0,2628.88,257032.07,27025.84999999999,20.08,0.8823,1.251,28.46,Large,12664.7
KOBRAND CORPORATION,4692,24188,St Francis Cab Svgn Sonoma,8.55,15.99,750.0,12531,107140.05,197484.76,91165.12,12604.0,1405.3,9139.38,90344.71,45.75,1.0058,1.843,8.55,Large,-624.1500000000001
